,workclass
30540, Self-emp-not-inc
30541, Self-emp-inc
30542, Private
30543, Private
30544, Private
30545, Private
30546, Private
30547, Private
30548, Private
30549, Local-gov
30550, Self-emp-not-inc
30551, Private
30552, Private
30553, Private
30554, Private
30555, Self-emp-not-inc
30556, Private
30557, State-gov
30558, ?
30559, Private
30560, Local-gov
30561, Private
30562, Private
30563, Private
30564, Private
30565, Private
30566, Private
30567, Private
30568, Private
30569, ?
30570, Private
30571, Private
30572, Self-emp-not-inc
30573, Private
30574, State-gov
30575, Private
30576, Private
30577, State-gov
30578, Private
30579, Private
30580, Private
30581, Private
30582, Private
30583, Private
30584, ?
30585, Private
30586, Local-gov
30587, Private
30588, State-gov
30589, Private
30590, Local-gov
30591, Private
30592, Local-gov
30593, Private
30594, Private
30595, Private
30596, Private
30597, Local-gov
30598, Private
30599, Private
30600, Local-gov
30601, Federal-gov
30602, Private
30603, Private
30604, Self-emp-not-inc
30605, Private
30606, Self-emp-inc
30607, Private
30608, Private
30609, Private
30610, Self-emp-not-inc
30611, Private
30612, Private
30613, Private
30614, Private
30615, ?
30616, Private
30617, Federal-gov
30618, Private
30619, Self-emp-inc
30620, Private
30621, Local-gov
30622, Private
30623, ?
30624, ?
30625, Private
30626, Private
30627, Private
30628, ?
30629, Private
30630, Private
30631, Local-gov
30632, Private
30633, Private
30634, Private
30635, Private
30636, State-gov
30637, Private
30638, Self-emp-inc
30639, Private
30640, Private
30641, ?
30642, Self-emp-not-inc
30643, Private
30644, Private
30645, Private
30646, State-gov
30647, Private
30648, State-gov
30649, Private
30650, Local-gov
30651, Private
30652, Private
30653, Private
30654, Private
30655, Private
30656, Private
30657, Private
30658, Private
30659, Private
30660, ?
30661, Private
30662, Private
30663, Private
30664, Private
30665, Local-gov
30666, Private
30667, Private
30668, Private
30669, Self-emp-inc
30670, Private
30671, Private
30672, Local-gov
30673, ?
30674, Private
30675, Private
30676, Private
30677, ?
30678, Private
30679, Private
30680, Private
30681, Private
30682, Private
30683, Private
30684, Private
30685, Self-emp-not-inc
30686, Private
30687, ?
30688, Private
30689, Local-gov
30690, Private
30691, Private
30692, Private
30693, ?
30694, Private
30695, Private
30696, Private
30697, Private
30698, ?
30699, Private
30700, Local-gov
30701, Private
30702, Private
30703, Private
30704, Private
30705, Private
30706, Private
30707, ?
30708, Private
30709, Private
30710, Private
30711, ?
30712, Local-gov
30713, ?
30714, Private
30715, Private
30716, Private
30717, Private
30718, Private
30719, Private
30720, Private
30721, Private
30722, Self-emp-not-inc
30723, ?
30724, Private
30725, Private
30726, Private
30727, ?
30728, Private
30729, Local-gov
30730, Private
30731, Private
30732, Private
30733, Private
30734, Private
30735, Private
30736, Private
30737, Self-emp-not-inc
30738, State-gov
30739, Private
30740, State-gov
30741, Private
30742, Private
30743, Private
30744, ?
30745, Private
30746, Private
30747, Private
30748, Private
30749, Self-emp-not-inc
30750, Private
30751, Private
30752, Private
30753, Private
30754, Private
30755, Local-gov
30756, Private
30757, ?
30758, Private
30759, Private
30760, Private
30761, Private
30762, Private
30763, Private
30764, Private
30765, Private
30766, Self-emp-not-inc
30767, Self-emp-inc
30768, Private
30769, Local-gov
30770, Private
30771, Private
30772, Private
30773, Federal-gov
30774, Self-emp-inc
30775, State-gov
30776, ?
30777, Private
30778, Private
30779, Private
30780, Self-emp-not-inc
30781, ?
30782, Federal-gov
30783, Private
30784, ?
30785, Private
30786, Private
30787, Self-emp-inc
30788, Self-emp-not-inc
30789, Private
30790, Private
30791, Private
30792, Private
30793, Private
30794, Local-gov
30795, Private
30796, Local-gov
30797, Private
30798, Private
30799, Private
30800, Local-gov
30801, State-gov
30802, Private
30803, Private
30804, Private
30805, Private
30806, Private
30807, Self-emp-not-inc
30808, Private
30809, Private
30810, Private
30811, Federal-gov
30812, Private
30813, Local-gov
30814, Private
30815, Self-emp-not-inc
30816, Private
30817, State-gov
30818, Private
30819, Private
30820, State-gov
30821, Private
30822, ?
30823, Private
30824, Self-emp-not-inc
30825, Private
30826, Private
30827, ?
30828, Local-gov
30829, State-gov
30830, ?
30831, State-gov
30832, Local-gov
30833, Private
30834, Private
30835, Private
30836, Private
30837, Private
30838, Local-gov
30839, Private
30840, Private
30841, Private
30842, State-gov
30843, Private
30844, Private
30845, Private
30846, Private
30847, Private
30848, Private
30849, State-gov
30850, Local-gov
30851, Private
30852, Private
30853, Private
30854, Local-gov
30855, Private
30856, Private
30857, Private
30858, Private
30859, Private
30860, Private
30861, Private
30862, Self-emp-not-inc
30863, Private
30864, State-gov
30865, Self-emp-not-inc
30866, Private
30867, Private
30868, Private
30869, Private
30870, Self-emp-not-inc
30871, Private
30872, Private
30873, Private
30874, Self-emp-not-inc
30875, Private
30876, Private
30877, Private
30878, Private
30879, Private
30880, Private
30881, Private
30882, Local-gov
30883, Private
30884, Federal-gov
30885, Private
30886, Private
30887, Private
30888, Private
30889, Private
30890, Private
30891, Private
30892, Private
30893, Private
30894, Private
30895, Private
30896, Private
30897, ?
30898, Local-gov
30899, Federal-gov
30900, Private
30901, Private
30902, Private
30903, State-gov
30904, Private
30905, Private
30906, Self-emp-not-inc
30907, Private
30908, Private
30909, Private
30910, Private
30911, Private
30912, Private
30913, Private
30914, Private
30915, Private
30916, Private
30917, Private
30918, State-gov
30919, Self-emp-not-inc
30920, Private
30921, Private
30922, Self-emp-inc
30923, Private
30924, Private
30925, Self-emp-not-inc
30926, Private
30927, Private
30928, Private
30929, Private
30930, ?
30931, Self-emp-not-inc
30932, Local-gov
30933, Private
30934, Private
30935, Private
30936, Private
30937, Self-emp-inc
30938, Federal-gov
30939, Private
30940, Private
30941, Private
30942, Private
30943, Private
30944, Private
30945, Private
30946, Private
30947, ?
30948, Private
30949, Private
30950, State-gov
30951, Private
30952, Private
30953, Private
30954, Private
30955, Private
30956, Private
30957, Private
30958, Private
30959, Private
30960, Private
30961, Private
30962, Private
30963, Private
30964, Private
30965, Local-gov
30966, Private
30967, Private
30968, Private
30969, Private
30970, Local-gov
30971, Local-gov
30972, Private
30973, Private
30974, Private
30975, Private
30976, Private
30977, ?
30978, Private
30979, Private
30980, Local-gov
30981, Private
30982, Private
30983, Private
30984, Self-emp-not-inc
30985, Private
30986, Local-gov
30987, Private
30988, Private
30989, Private
30990, Private
30991, Private
30992, Self-emp-inc
30993, Private
30994, Local-gov
30995, Self-emp-not-inc
30996, State-gov
30997, Private
30998, Private
30999, Private
31000, Private
31001, Private
31002, Private
31003, Private
31004, Private
31005, Private
31006, Private
31007, Local-gov
31008, State-gov
31009, Private
31010, Private
31011, Private
31012, Private
31013, Private
31014, Private
31015, Private
31016, Self-emp-not-inc
31017, Federal-gov
31018, ?
31019, Private
31020, Private
31021, Private
31022, Private
31023, Private
31024, Private
31025, Private
31026, Private
31027, Private
31028, Private
31029, Private
31030, Private
31031, Private
31032, ?
31033, Private
31034, State-gov
31035, Private
31036, ?
31037, Private
31038, Private
31039, Private
31040, Private
31041, Private
31042, Private
31043, ?
31044, Private
31045, Private
31046, Self-emp-not-inc
31047, Private
31048, Private
31049, Private
31050, Private
31051, Private
31052, Private
31053, Private
31054, Private
31055, Private
31056, Private
31057, Private
31058, Private
31059, Private
31060, Private
31061, ?
31062, ?
31063, Self-emp-not-inc
31064, Private
31065, Local-gov
31066, Local-gov
31067, Private
31068, Private
31069, Private
31070, Private
31071, Private
31072, Private
31073, ?
31074, Private
31075, Private
31076, Self-emp-inc
31077, Self-emp-not-inc
31078, Private
31079, Private
31080, Private
31081, Private
31082, Local-gov
31083, Private
31084, Federal-gov
31085, Local-gov
31086, Private
31087, Private
31088, Private
31089, Private
31090, Private
31091, Self-emp-inc
31092, Private
31093, State-gov
31094, ?
31095, Private
31096, Local-gov
31097, Private
31098, Private
31099, Local-gov
31100, Private
31101, ?
31102, Private
31103, Private
31104, Local-gov
31105, Private
31106, Local-gov
31107, Private
31108, ?
31109, Private
31110, Private
31111, Self-emp-not-inc
31112, Private
31113, Private
31114, Private
31115, Private
31116, Private
31117, Private
31118, ?
31119, Private
31120, Private
31121, Private
31122, Private
31123, ?
31124, Private
31125, Private
31126, Private
31127, Private
31128, Local-gov
31129, Private
31130, State-gov
31131, Private
31132, Local-gov
31133, Private
31134, Private
31135, Private
31136, Local-gov
31137, Private
31138, Private
31139, Private
31140, Private
31141, Private
31142, Private
31143, State-gov
31144, Private
31145, Private
31146, State-gov
31147, Private
31148, Federal-gov
31149, Self-emp-inc
31150, Local-gov
31151, Private
31152, Private
31153, Self-emp-not-inc
31154, Private
31155, Self-emp-not-inc
31156, Private
31157, Private
31158, Private
31159, Private
31160, Self-emp-not-inc
31161, Private
31162, Private
31163, Self-emp-not-inc
31164, Private
31165, Private
31166, Private
31167, Self-emp-not-inc
31168, Private
31169, Private
31170, Private
31171, Private
31172, Local-gov
31173, Private
31174, Private
31175, Private
31176, Private
31177, Private
31178, ?
31179, Private
31180, Self-emp-inc
31181, Private
31182, Private
31183, Private
31184, Private
31185, Private
31186, Private
31187, Private
31188, Private
31189, State-gov
31190, Private
31191, Private
31192, Private
31193, ?
31194, Self-emp-not-inc
31195, Private
31196, Local-gov
31197, Self-emp-inc
31198, Private
31199, Self-emp-inc
31200, Private
31201, ?
31202, Private
31203, Private
31204, Local-gov
31205, Private
31206, Self-emp-inc
31207, Private
31208, Private
31209, Private
31210, Private
31211, Private
31212, Self-emp-not-inc
31213, Private
31214, Private
31215, Private
31216, Self-emp-inc
31217, Private
31218, Private
31219, Private
31220, ?
31221, Private
31222, Private
31223, Local-gov
31224, Federal-gov
31225, Private
31226, Private
31227, Self-emp-not-inc
31228, Private
31229, Private
31230, Private
31231, Private
31232, Private
31233, Private
31234, Local-gov
31235, ?
31236, Private
31237, Private
31238, Private
31239, Private
31240, Self-emp-not-inc
31241, Self-emp-not-inc
31242, Private
31243, Private
31244, Private
31245, Private
31246, Private
31247, ?
31248, Private
31249, Private
31250, Private
31251, State-gov
31252, Private
31253, ?
31254, Private
31255, Private
31256, Self-emp-not-inc
31257, Private
31258, Private
31259, Private
31260, Self-emp-not-inc
31261, Private
31262, Private
31263, Self-emp-not-inc
31264, Private
31265, Private
31266, Self-emp-inc
31267, Private
31268, Private
31269, Private
31270, Private
31271, Private
31272, Private
31273, ?
31274, Private
31275, Private
31276, ?
31277, Private
31278, Private
31279, ?
31280, Private
31281, Self-emp-not-inc
31282, Private
31283, Self-emp-not-inc
31284, Private
31285, Private
31286, Self-emp-inc
31287, Private
31288, Self-emp-not-inc
31289, Local-gov
31290, Self-emp-not-inc
31291, Private
31292, Private
31293, Private
31294, Private
31295, Local-gov
31296, State-gov
31297, Private
31298, Federal-gov
31299, Private
31300, Private
31301, Private
31302, Private
31303, Private
31304, Private
31305, Private
31306, State-gov
31307, ?
31308, Private
31309, State-gov
31310, Private
31311, Local-gov
31312, Private
31313, ?
31314, Private
31315, Private
31316, Private
31317, Private
31318, Private
31319, State-gov
31320, Private
31321, Private
31322, Private
31323, Private
31324, Private
31325, Local-gov
31326, Private
31327, State-gov
31328, Private
31329, Local-gov
31330, Private
31331, Local-gov
31332, Private
31333, Federal-gov
31334, Private
31335, Private
31336, Private
31337, Private
31338, Private
31339, Private
31340, Private
31341, Private
31342, Self-emp-not-inc
31343, Private
31344, Private
31345, Private
31346, Federal-gov
31347, Private
31348, Private
31349, Private
31350, Private
31351, Private
31352, State-gov
31353, Private
31354, Private
31355, Local-gov
31356, Private
31357, Private
31358, Federal-gov
31359, Private
31360, ?
31361, Private
31362, Private
31363, Self-emp-not-inc
31364, Self-emp-not-inc
31365, Private
31366, Private
31367, Private
31368, Self-emp-not-inc
31369, Private
31370, Local-gov
31371, Private
31372, ?
31373, Local-gov
31374, Private
31375, Private
31376, Private
31377, Private
31378, Local-gov
31379, Self-emp-inc
31380, Private
31381, Private
31382, Private
31383, Private
31384, Private
31385, Private
31386, Self-emp-not-inc
31387, State-gov
31388, Private
31389, Private
31390, ?
31391, Private
31392, Private
31393, Private
31394, Self-emp-not-inc
31395, Private
31396, Private
31397, Self-emp-not-inc
31398, Private
31399, Local-gov
31400, Private
31401, Local-gov
31402, Federal-gov
31403, Private
31404, Private
31405, Private
31406, Private
31407, Private
31408, Private
31409, Private
31410, Private
31411, Private
31412, Private
31413, Private
31414, Private
31415, Federal-gov
31416, Private
31417, Self-emp-inc
31418, Private
31419, Private
31420, Private
31421, ?
31422, Private
31423, Private
31424, Private
31425, Private
31426, Self-emp-not-inc
31427, Private
31428, Private
31429, Private
31430, Self-emp-inc
31431, Self-emp-not-inc
31432, ?
31433, Private
31434, Private
31435, Private
31436, State-gov
31437, Private
31438, Private
31439, Private
31440, Private
31441, Private
31442, Private
31443, State-gov
